"CODMUNDV";"Zona";"LAT";"LONG";"NOME_MUNIC";"NOME_UF";"UF";"REG";"CENTR";"RM";"MUN_HIS_TUR";"POP_2010";"POP_URB_10";"POP_2015";"POP_2016";"TXC_POP_10_16";"AREA";"DENS_2016";"PREF_12";"PART_12";"PREF_16";"PART_16";"ANTEN_TOTAL";"AREA_URB";"PIB";"PIB_PER_CAP";"PRIN_ATIVIDADE";"REC_TOTAL";"REC_PROP";"Perc.receitpropria";"DESP_TCU";"RENDA";"VEIC_2016";"AUTO_2016";"MOTO_2016";"VEIC_2010";"AUTO_2010";"MOTO_2010";"TXC_AUTO_10_16";"TXC_MOTO_10_16";"ACESS";"PAV";"CAL";"ARB";"LOGR";"TX_ACID_TRAN";"IDH";"PD";"PD_ANO";"PDMU";"VEIC_HAB";"MOTO_HAB";"AUTO_HAB"
3540606;617;-23,21292899;-47,51858623;"Porto Feliz";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";0;48893;"84%";51928;52221;0,015169889;557,1;93,73721055;"LEVI RODRIGUES VIEIRA";"PSD";"ANTONIO CASSIO HABICE PRADO";"PTB";34;9,24;1313912,883;25602,35547;"Serviços";213919594,6;132144446,5;"0,617729511";"Não informado";715,4985714;29792;20403;6578;19993;13885;4095;0,080014607;0,099431036;0,012344677;"57%";0,558690947;0,577669368;0,463621186;"19,36933447";0,758;"Sim";"2006";"Não";0,57049845847456;0,125964650236495;0,390704888837824
3545209;618;-23,20167301;-47,29148027;"Salto";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";1;105516;"99%";114171;115193;0,019904179;133,2;864,8123123;"JUVENIL CIRELLI";"PT";"JOSE GERALDO GARCIA";"PP";40;23,33;4987997,825;44515,02717;"Serviços";321821995,2;197986587,3;"0,615205269";"Não informado";897,0293007;67628;48284;13853;46946;33360;9827;0,076751387;0,071086574;0,014333084;"89%";0,84579319;0,871545389;0,777895502;"22,98301908";0,78;"Sim";"2006";"Sim";0,587084284635351;0,120259043518269;0,41915741407898
3545308;619;-23,65280698;-47,58064371;"Salto De Pirapora";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";0;40132;"78%";43574;43990;0,02078471;280,5;156,8270945;"SANTELMO XAVIER SOBRINHO";"PMDB";"JOEL DAVID HADDAD";"PDT";14;15,53;1243452,897;29113,85851;"Indústria";133807147,8;78472282,95;"0,58645808";"Não informado";632,1850794;20924;14847;4322;12836;8928;2791;0,107074648;0,091402603;0,017804196;"55%";0,524135815;0,426166743;0,503050362;"27,81125429";0,729;"Sim";"2010";"Sim";0,475653557626733;0,0982496021823142;0,337508524664696
3550209;620;-23,88166665;-47,99663434;"São Miguel Arcanjo";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Sorocaba";1;31450;"68%";32769;32840;0,010323919;930,3;35,30044072;"TSUOSHI JOSE KODAWARA";"PTB";"PAULO RICARDO DA SILVA";"PP";11;0;485738,7015;14890,36821;"Serviços";72010855,21;26341942,27;"0,365805158";"Não informado";571,22;14972;9963;3514;9605;6090;2395;0,103454849;0,07969042;0,016997514;"48%";0,372916476;0,395277945;0,431504404;"36,70173722";0,71;"Sim";"2006";"Não";0,455907429963459;0,10700365408039;0,303380024360536
3550605;621;-23,53074491;-47,13389654;"São Roque";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";1;78821;"91%";86515;87506;0,02355779;306,3;285,6872347;"DANIEL DE OLIVEIRA COSTA";"PMDB";"CLAUDIO JOSÉ DE GÓES";"PSDB";47;14,61;2002959,532;23714,88908;"Serviços";248758348,7;135288915,2;"0,543856783";"Não informado";877,3232353;44122;32980;7594;29802;22338;5088;0,081038778;0,083389689;0,0107502;"48%";0,385335121;0,450714201;0,476989352;"17,54344928";0,768;"Sim";"2006";"Sim";0,504216853701461;0,0867826206203003;0,37688844193541
3551108;622;-23,6386699;-47,82713251;"Sarapuí";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Sorocaba";1;9027;"74%";9836;9936;0,021689122;352,7;28,17125035;"FABIO AUGUSTO HOLTZ";"PSDB";"WELLIGTON MACHADO DE MORAES";"PMDB";6;0;111397,9279;11570,20439;"Serviços";24659089,41;9782927,75;"0,396727048";"Não informado";595,6716667;5318;3162;1800;3060;1766;1066;0,123554732;0,11046036;0,015116721;"26%";0,202886278;0,441834521;0,303941629;"61,63961373";0,707;"Não";"-";"Sem informação";0,535225442834139;0,181159420289855;0,318236714975845
3552205;600;-23,49499062;-47,46296844;"Sorocaba";"SÃO PAULO";"SP";"Sudeste";"Capital Regional C";"Sorocaba";1;586625;"99%";644919;652481;0,023967449;449;1453,187082;"ANTONIO CARLOS PANNUNZIO";"PSDB";"JOSE ANTONIO CALDINI CRESPO";"DEM";248;277,16;26908886,58;42764,71848;"Serviços";2595659339;2131334347;"0,821114818";"264781357";1072,751681;438436;325360;83956;306531;226297;60795;0,075318389;0,066686442;0,037969243;"92%";0,882090337;0,780762513;0,884110929;"17,89113714";0,798;"Sim";"1966";"Sim";0,671952133472086;0,128671946003025;0,49865053541789
3553500;623;-23,96045851;-47,50401966;"Tapiraí";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"Sorocaba";0;8012;"71%";8047;8010;0,001090327;755,1;10,60786651;"ARALDO TODESCO";"PSB";"ALVINO GUILHERME MARZEUSKI";"PSDB";5;0;118107,9166;14536,35896;"Agropecuária";5525725,57;1877573,59;"0,339787701";"Não informado";479,0393333;3057;2130;533;2017;1383;353;0,090213322;0,085901669;0,002492212;"32%";0,157122143;0,374218574;0,138739884;"24,73716759";0,681;"Sim";"2011";"Não";0,381647940074906;0,066541822721598;0,265917602996255
3554003;624;-23,34965604;-47,85295506;"Tatuí";"SÃO PAULO";"SP";"Sudeste";"Centro de Zona A";"Sorocaba";1;107326;"95%";116682;117823;0,021115175;523,5;225,0678128;"JOSE MANOEL CORREA COELHO";"PMDB";"MARIA JOSE PINTO VIEIRA DE CAMARGO";"PSDB";47;22,22;3348512,874;29292,23782;"Serviços";311179350,7;177189304,8;"0,569412155";"Não informado";790,3744195;75927;44675;25695;51807;30073;17806;0,082374523;0,076109463;0,00994269;"84%";0,783627041;0,597761042;0,65577864;"24,23927628";0,752;"Sim";"2006";"Não";0,644415776206683;0,218081359327126;0,379170450591141
3554508;625;-23,10930776;-47,71523483;"Tietê";"SÃO PAULO";"SP";"Sudeste";"Centro de Zona B";"Sorocaba";0;36835;"91%";40194;40613;0,022057051;404,8;100,3285573;"MANOEL DAVID KORN DE CARVALHO";"PSD";"VLAMIR DE JESUS SANDEI";"PSDB";21;0;1531636,716;38949,15867;"Serviços";141018676,5;76146938,54;"0,539977686";"Não informado";926,1237736;25135;17280;5300;18372;12666;3713;0,064096099;0,073767325;0,006146822;"75%";0,716575441;0,604642367;0,622282374;"7,544322897";0,778;"Sim";"2006";"Não";0,618890503040898;0,130500086179302;0,425479526260065
3557006;626;-23,54398724;-47,44575341;"Votorantim";"SÃO PAULO";"SP";"Sudeste";"";"Sorocaba";0;108809;"96%";117794;118858;0,020033858;183,7;647,022319;"ERINALDO ALVES DA SILVA";"PSDB";"FERNANDO DE OLIVEIRA SOUZA";"DEM";33;21,11;2483534,045;21486,64658;"Serviços";276703804,2;161588823;"0,583977598";"Não informado";792,93225;62445;43936;14468;43357;30228;10369;0,077661134;0,068893227;0,00803244;"88%";0,8199672;0,766083176;0,659253704;"11,99595565";0,767;"Sim";"2006";"Não";0,525374817008531;0,121725083713339;0,369651180400141
3503901;101;-23,38596816;-46,31908728;"Arujá";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;74905;"96%";83939;85199;0,028876495;96,4;883,8070539;"ABEL JOSE LARINI";"PR";"JOSE LUIZ MONTEIRO";"PMDB";35;41,46;2874463,951;35344,95673;"Serviços";247581947,8;159813116,4;"0,645495836";"";876,6054839;50839;36854;6623;34475;24913;4966;0,081463137;0,059277159;0,000795036;"86%";0,669986961;0,761863334;0,827602601;"15,72878731";0,784;"Sim";"2007";"Não";0,596708881559643;0,0777356541743448;0,432563762485475
3505708;102;-23,5022739;-46,84148934;"Barueri";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;240749;"100%";262275;264935;0,0216405;66,1;4008,093797;"GILBERTO MACEDO GIL ARANTES";"DEM";"RUBENS FURLAN";"PSDB";168;104,86;44118662,49;171831,0867;"Serviços";2379413990;1970000751;"0,827935264";"1402370,51";991,9293548;160146;116908;25038;109808;79329;17779;0,080643512;0,070874214;0,026324017;"94%";0,881162625;0,691098506;0,848906099;"21,96066344";0,786;"Sim";"2004";"Não";0,60447279521392;0,0945061996338725;0,441270500311397
3506607;103;-23,56500944;-46,06234376;"Biritiba-Mirim";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"São Paulo";0;28575;"86%";31158;31479;0,021870433;317,2;99,24022699;"CARLOS ALBERTO TAINO JUNIOR";"PSDB";"JARBAS EZEQUIEL DE AGUIAR";"PV";8;0;569093,0805;18663,68492;"Agropecuária";63306438,4;17950488,69;"0,28354918";"";554,8454762;11450;8539;1874;6709;5009;1073;0,112579866;0,117979842;0,001918425;"32%";0,305466587;0,293435287;0,300661785;"29,19234512";0,712;"Sim";"2004";"Não";0,363734553194193;0,059531751326281;0,271260205216176
3509007;104;-23,34949052;-46,7474688;"Caieiras";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;86529;"98%";95780;97016;0,025718732;96,7;1003,267839;"ROBERTO HAMAMOTO";"PSD";"GERSON MOREIRA ROMERO";"PSD";35;16,4;2815657,275;30206,05348;"Serviços";225711120;144348559,7;"0,639527905";"";837,4109524;41007;31198;6073;24723;18642;3788;0,108477418;0,099002454;0,010145704;"88%";0,766450156;0,732270945;0,759061018;"20,10241652";0,781;"Sim";"2012";"Não";0,422682856436052;0,0625979219922487;0,321575822544735
3509205;105;-23,33724136;-46,84165487;"Cajamar";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;64114;"98%";71805;72875;0,028727746;131,4;554,6042618;"ANA PAULA POLOTTO RIBAS DE ANDRADE";"PT";"ANA PAULA POLOTTO RIBAS DE ANDRADE";"PSB";46;13,71;8728426,893;125437,2685;"Serviços";413741984,2;312491279,4;"0,755280565";"7620";692,6996591;36432;26805;5537;20881;15292;3119;0,118794453;0,121635715;0,012361334;"70%";0,578685571;0,477430635;0,828127435;"24,04186112";0,728;"Sim";"2007";"Não";0,499924528301887;0,0759794168096055;0,367821612349914
3510609;106;-23,53422102;-46,836689;"Carapicuíba";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;369584;"100%";392294;394465;0,015020062;34,6;11400,72254;"SERGIO RIBEIRO SILVA";"PT";"MARCO AURELIO DOS SANTOS NEVES";"PV";86;69,94;4437171,966;11442,26218;"Serviços";431886403,6;143789536,7;"0,332933696";"";686,3388063;178701;129745;36260;117910;86123;23582;0,085411194;0,089856787;0,001826327;"86%";0,842032162;0,753489136;0,602209133;"9,741766285";0,749;"Sim";"2010";"Não";0,453021180586364;0,0919219702635215;0,328913845334821
3513009;107;-23,59712209;-46,91034946;"Cotia";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;201150;"100%";229548;233696;0,033566368;323,1;723,2930981;"ANTONIO CARLOS DE CAMARGO";"PSDB";"ROGERIO CARDOSO FRANCO";"PSD";119;103,44;9883959,273;44735,74064;"Serviços";679571544,2;480524298,9;"0,707098911";"1212411,26";1088,074518;130294;98682;20017;80850;61481;12711;0,099257415;0,095074974;0,009720899;"72%";0,526728566;0,597013029;0,546505516;"10,6521797";0,78;"Sim";"2007";"Não";0,55753628645762;0,0856540120498425;0,422266534300972
3513801;108;-23,69728754;-46,61142421;"Diadema";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;386089;"100%";412428;415180;0,016635284;30,8;13479,87013;"LAURO MICHELS SOBRINHO";"PV";"LAURO MICHELS SOBRINHO";"PV";92;55,74;13428069,27;33015,67491;"Serviços";1165079407;851145301,6;"0,730547031";"";643,4212402;193984;135027;45195;132357;93000;29897;0,077426205;0,086156876;0,006650638;"82%";0,777048507;0,649653368;0,779630174;"12,45077671";0,757;"Sim";"2008";"Não";0,467228671901344;0,108856399633894;0,325225203526181
3515004;109;-23,65538834;-46,80407976;"Embu";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;240230;"100%";261781;264448;0,021710179;70,4;3756,363636;"FRANCISCO NASCIMENTO DE BRITO";"PT";"CLAUDINEI ALVES DOS SANTOS";"PRB";79;56,72;8106456,727;31635,32345;"Serviços";537678077,8;327035056,1;"0,608235801";"3060000";637,2826526;104368;73461;22164;59880;41037;13524;0,1235082;0,103846274;0,012711241;"80%";0,719322791;0,700081866;0,707425419;"16,21289852";0,735;"Sim";"2012";"Não";0,394663601161665;0,0838123184898354;0,277789962487899
3515103;110;-23,83399426;-46,81268728;"Embu-Guaçu";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;62769;"97%";67296;67788;0,017562305;154,9;437,6242737;"CLODOALDO LEITE DA SILVA";"PMDB";"MARIA LUCIA DA SILVA MARQUES";"PSB";22;19,67;866631,8619;13076,69582;"Serviços";135745360,8;64787854,28;"0,477274906";"135258,36";603,114875;36019;25022;5856;17553;11829;3222;0,161648665;0,126925241;0,002193886;"65%";0,42404834;0,806902181;0,544409364;"16,46903821";0,749;"Sim";"2007";"Não";0,531347731161858;0,0863869711453355;0,369121378415059
3515707;111;-23,5610608;-46,37393919;"Ferraz De Vasconcelos";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;168306;"96%";184700;186808;0,023509373;29,9;6247,759197;"ACIR DOS SANTOS";"PSDB";"JOSÉ CARLOS FERNANDES CHACON";"PRB";28;34,92;2592684,105;14377,76086;"Serviços";NA;NA;"";"";556,4388732;64448;49440;9017;35212;26623;5531;0,131785939;0,102685547;0,010187545;"90%";0,779920669;0,435797241;0,688537169;"10,9562626";0,738;"Sim";"2006";"Não";0,344995931651749;0,0482688107575693;0,264656759881804
3516309;112;-23,27467135;-46,731578;"Francisco Morato";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;154472;"100%";168243;169942;0,021578651;49,3;3447,099391;"MARCELO CECCHETTINI";"PV";"RENATA TORRES DE SENE";"PRB";26;39,54;1221495,759;7415,678672;"Serviços";293575885;102226309,1;"0,348210852";"";467,1907035;43196;32022;8657;22794;16539;4800;0,141268528;0,125188374;0,001389119;"56%";0,324313664;0,399776119;0,311282221;"21,02038978";0,703;"Sim";"2006";"Não";0,254180838168316;0,0509409092513917;0,188428993421285
3516408;113;-23,32300586;-46,71999097;"Franco Da Rocha";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;131604;"92%";145755;147650;0,025861173;134,1;1101,043997;"FRANCISCO DANIEL CELEGUIM DE MORAIS";"PT";"FRANCISCO DANIEL CELEGUIM DE MORAIS";"PT";30;47,22;2326996,517;16407,63564;"Serviços";309611711,6;145100805,7;"0,468654125";"";569,7625862;49536;37463;9047;28866;21480;5691;0,117670157;0,09714291;0,009710975;"68%";0,591695046;0,58484809;0,420093899;"14,6018899";0,731;"Sim";"2007";"Não";0,335496105655266;0,0612732814087369;0,253728411784626
3518305;114;-23,41288817;-46,03751439;"Guararema";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;25844;"86%";28344;28664;0,023352728;270,6;105,9275684;"MARCIO LUIZ ALVINO DE SOUZA";"PR";"ADRIANO DE TOLEDO LEITE";"PR";29;8,09;1686844,936;60943,13146;"Serviços";153350881,4;61944813,39;"0,403941685";"";720,5913333;15354;10817;3021;9509;6608;1984;0,10358899;0,087731765;0,012592165;"42%";0,360928496;0,324323837;0,610103454;"24,98572244";0,731;"Sim";"2006";"Não";0,535654479486464;0,105393524979068;0,3773723137036
3518800;115;-23,44549741;-46,51804543;"Guarulhos";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;1221979;"100%";1324781;NA;0,020399147;319,2;4188,869048;"SEBASTIAO ALVES DE ALMEIDA";"PT";"GUSTAVO HENRIC COSTA";"PSB";401;343,26;49392842,17;38016,45579;"Serviços";NA;3074703253;"";"66101179,94";751,3043167;612697;462233;89420;415420;312890;60203;0,081169667;0,082338997;0,018714705;"75%";0,732978089;0,582281951;0,728568352;"15,85127843";0,763;"Sim";"2004";"Sim";NA;NA;NA
3522208;116;-23,70901977;-46,85555932;"Itapecerica Da Serra";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;152614;"99%";167236;169103;0,023137138;150,3;1125,103127;"ERLON CHAVES DE CASTRO";"PDT";"JORGE JOSÉ DA COSTA";"PTB";60;34,9;3138819,974;19213,7753;"Serviços";389354389,5;215986107,6;"0,554728837";"Não informado";615,4121552;71405;49809;14019;42273;29522;7959;0,110279725;0,119880561;0,002533384;"72%";0,64570615;0,579992142;0,6841409;"7,863204437";0,742;"Sim";"2001";"Não";0,422257440731389;0,082902136567654;0,294548293052163
3522505;117;-23,54398724;-46,94080682;"Itapevi";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;200769;"100%";223404;226488;0,027066519;83,1;2725,487365;"JACI TADEU DA SILVA";"PV";"IGOR SOARES EBERT";"PTN";56;51,78;8506279,587;39198,54191;"Serviços";564163829,7;345068605,1;"0,611646098";"Não informado";575,2774866;87454;61956;19005;51372;36187;11579;0,113540861;0,104178697;0,005968801;"81%";0,639399073;0,373738233;0,591877828;"14,52894438";0,735;"Sim";"2008";"Não";0,386130832538589;0,0839117304228039;0,273550916604853
3523107;118;-23,48315528;-46,363524;"Itaquaquecetuba";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;321770;"100%";352801;356774;0,023283719;83;4298,481928;"MAMORU NAKASHIMA";"PTN";"MAMORU NAKASHIMA";"PSDB";86;140,64;5060802,49;14687,81015;"Serviços";597327295;339141760,5;"0,567765383";"Não informado";523,4205038;107548;79468;18562;56429;40247;11609;0,145754981;0,098413828;0,008901181;"73%";0,698411998;0,571905559;0,445084859;"13,1903802";0,714;"Sim";"1992";"Não";0,301445733153201;0,05202733383038;0,222740446332973
3525003;119;-23,53571078;-46,90290065;"Jandira";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;108344;"100%";118832;120177;0,023368713;17,7;6789,661017;"GERALDO TEOTONIO DA SILVA";"PV";"PAULO FERNANDO BARUFI DA SILVA";"PTB";26;14,64;2907439,029;25055,27382;"Serviços";276320215,4;92478379,18;"0,334678297";"Não informado";835,4222222;51467;37251;10395;34840;25312;6923;0,080344573;0,084690989;0,014472211;"95%";0,843614796;0,689908654;0,866296182;"8,51375397";0,76;"Sim";"2006";"Não";0,428259983191459;0,0864974163109414;0,309967797498689
3526209;120;-23,9296701;-47,07041612;"Juquitiba";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;28737;"77%";30642;30837;0,016175968;522,1;59,06339782;"FRANCISCO DE ARAÚJO MELO";"PPS";"AYRES SCORSATTO";"PR";23;2,6;419064,4891;13858,41096;"Serviços";65971275,71;22064521,44;"0,334456492";"Não informado";443,1281481;13953;9723;2489;7726;5210;1371;0,132902441;0,126671966;0,000728438;"11%";0,087088124;0,053629308;0,141904498;"26,27861906";0,709;"Sim";"2007";"Não";0,452475921782275;0,0807147258163894;0,315303045043292
3528502;121;-23,32217821;-46,58508473;"Mairiporã";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;80956;"87%";92323;93981;0,033392289;320,9;292,8669367;"MARCIO CAVALCANTI PAMPURI";"PV";"ANTONIO SHIGUEYUKI AIACYDA";"PSDB";47;64,36;1454760,625;16367,14135;"Serviços";225573002,7;131357441,8;"0,582327851";"36110,91";849,4492121;48414;34820;8705;28266;19920;5636;0,11817013;0,090836241;0,000611079;"34%";0,195680333;0,533371798;0,40006982;"18,75820672";0,788;"Sim";"2006";"Sim";0,515146678583969;0,0926251050744299;0,37050042029772
3529401;122;-23,67202401;-46,45580648;"Mauá";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;417064;"100%";453286;457696;0,021039163;61,3;7466,492659;"DONISETE PEREIRA BRAGA";"PT";"ATILA CESAR MONTEIRO JACOMUSSI";"PSB";111;91,24;10220779,69;23012,72514;"Serviços";985614364,9;694300919,6;"0,70443466";"Não informado";685,26252;203080;152112;36398;143680;109200;24474;0,068533562;0,082616179;0,02448065;"85%";0,808888437;0,653794416;0,769240323;"10,2501025";0,766;"Sim";"1970";"Não";0,443700622247081;0,0795244004754247;0,332342865133189
3530607;123;-23,52867579;-46,19890528;"Mogi Das Cruzes";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;387779;"92%";424633;429321;0,022956966;713,3;601,8799944;"MARCO AURELIO BERTAIOLLI";"PSD";"MARCUS VINICIUS DE ALMEIDA E MELO";"PSDB";200;139,36;12917526,82;31133,54758;"Serviços";1247551479;893708177,1;"0,716369779";"Não informado";923,7457928;216822;165452;31420;154033;117554;23055;0,070747137;0,063869139;0,011045204;"75%";0,702812791;0,519518546;0,755698689;"14,29119258";0,783;"Sim";"2006";"Sim";0,505034694319635;0,0731853321873377;0,385380635934417
3534401;124;-23,52908962;-46,7775951;"Osasco";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;666740;"100%";694844;696382;0,010375252;64;10880,96875;"ANTONIO JORGE PEREIRA LAPAS";"PT";"ROGERIO LINS WANDERLEY";"PTN";220;123,08;55515707,08;80265,37491;"Serviços";1960384166;1486786283;"0,758415778";"Não informado";856,330819;402941;298975;68849;286600;215448;47368;0,067722714;0,077661872;0,021233103;"88%";0,854067255;0,730267829;0,787198046;"12,69344888";0,776;"Sim";"2004";"Sim";0,578620642118837;0,0988667139587181;0,429326145707385
3539103;125;-23,39865267;-47,0032113;"Pirapora Do Bom Jesus";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;15733;"100%";17646;17913;0,029102618;108,8;164,6415441;"#N/D";"#N/D";"#N/D";"#N/D";8;3,1;323919,1471;18952,61524;"Serviços";55340876,9;16976206,42;"0,306757091";"Não informado";548,29;6672;4532;1461;3973;2660;928;0,112452952;0,095015957;NA;"15%";0,149288115;0,115966225;0,14895587;"5,756389592";0,727;"Sim";"2004";"Sem informação";0,372466923463406;0,0815608775749456;0,25300061407916
3539806;126;-23,53048544;-46,34677372;"Poá";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;106013;"98%";113793;114650;0,017862479;17,1;6704,678363;"FRANCISCO PEREIRA DE SOUSA";"PDT";"GIANCARLO LOPES DA SILVA";"PR";23;15,47;5263922,933;46993,0182;"Serviços";416408430,2;296608353,6;"0,71230151";"Não informado";671,9770513;48494;37504;7105;31580;24084;5130;0,092621631;0,067306965;0,016850179;"96%";0,947899675;0,703440725;0,824674087;"11,51288114";0,771;"Sim";"2006";"Não";0,422974269515918;0,0619712167466202;0,327117313563018
3543303;127;-23,71162686;-46,41434144;"Ribeirão Pires";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;113068;"100%";120396;121130;0,015823106;98,8;1226,012146;"SAULO MARIZ BENEVIDES";"PMDB";"ADLER ALFREDO JARDIM TEIXEIRA";"PSB";48;69,8;2660355,141;22380,18643;"Serviços";272403306;159748453,3;"0,586440949";"Não informado";846,6771341;63711;48978;7055;47583;36632;5207;0,059810171;0,062629548;0,017154002;"84%";0,777711908;0,668586494;0,894007308;"15,88044532";0,784;"Sim";"2014";"Não";0,525972096095104;0,0582432097746223;0,404342442004458
3544103;128;-23,74700871;-46,39704364;"Rio Grande Da Serra";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;43974;"100%";48302;48861;0,023746159;36,9;1324,146341;"LUIS GABRIEL FERNANDES DA SILVEIRA";"PSDB";"LUIS GABRIEL FERNANDES DA SILVEIRA";"PSDB";11;6,26;521262,5345;11057,28511;"Serviços";78058243,02;32954707,19;"0,422181001";"Não informado";574,5938182;17358;12963;2596;10214;7711;1709;0,109478686;0,087207714;0,026827603;"67%";0,574886712;0,561058982;0,728331221;"4,19014896";0,749;"Sim";"2006";"Não";0,35525265549211;0,053130308425943;0,265303616381163
3545001;129;-23,53074491;-45,84732142;"Salesópolis";"SÃO PAULO";"SP";"Sudeste";"Centro Local";"São Paulo";1;15635;"64%";16688;16797;0,016427956;425;39,52235294;"BENEDITO RAFAEL DA SILVA";"PR";"VANDERLON OLIVEIRA GOMES";"PR";8;0;164971,119;10021,32906;"Serviços";39356793;12521018,01;"0,318141217";"Não informado";908,1713636;10155;6447;2172;6495;4071;1448;0,096304795;0,084471771;0,006356348;"44%";0,400644675;0,223651108;0,442378316;"30,16409266";0,732;"Sim";"2007";"Sem informação";0,604572245043758;0,129308805143776;0,383818539024826
3546801;130;-23,32035739;-46,22340359;"Santa Isabel";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;50453;"78%";54926;55476;0,021463246;362,7;152,9528536;"GABRIEL GONZAGA BINA";"PV";"FÁBIA DA SILVA PORTO ROSSETTI";"PRB";29;33,71;1309914,166;24355,0901;"Serviços";151360613,5;63029312,93;"0,416418191";"Não informado";621,365;25974;17545;6021;16576;10682;4252;0,104333279;0,072050082;0,011079522;"50%";0,424423882;0,561755506;0,595441469;"31,27126906";0,738;"Sim";"2007";"Sim";0,468202465931214;0,108533419857236;0,316262888456269
3547304;131;-23,44218683;-46,9219365;"Santana De Parnaíba";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;108813;"100%";126574;129261;0,038522548;179,8;718,9154616;"SILVIO ROBERTO CAVALCANTI PECCIOLI";"DEM";"ELVIS LEONARDO CEZAR";"PSDB";58;36,67;7373602,986;60939,87492;"Serviços";786055737;607672600,4;"0,773065537";"Não informado";2272,820654;75607;55658;11310;48812;36618;7062;0,087343081;0,098770468;0,001844318;"66%";0,43459392;0,465133416;0,61447644;"17,76700989";0,814;"Sim";"2006";"Não";0,584917337789434;0,0874973890036438;0,430586178352326
3547809;132;-23,65604729;-46,52136754;"Santo André";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;676407;"100%";710210;712749;0,012266052;174,9;4075,180103;"CARLOS ALBERTO GRANA";"PT";"PAULO HENRIQUE PINTO SERRA";"PSDB";234;143,12;25027925,43;35503,5243;"Serviços";2279671470;1885752564;"0,827203652";"Não informado";1206,945586;498429;389013;72230;401013;318710;53985;0,040671557;0,059958597;0,048732437;"91%";0,866280565;0,793102485;0,769912944;"10,03373313";0,815;"Sim";"2004";"Sim";0,699305084959782;0,101340022925322;0,545792417807671
3548708;133;-23,70140543;-46,55528949;"São Bernardo Do Campo";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";1;765463;"98%";816925;NA;0,016399624;408,8;2011,355186;"LUIZ MARINHO";"PT";"ORLANDO MORANDO JUNIOR";"PSDB";338;196,9;47668531,31;59149,80402;"Serviços";NA;3102745237;"#DIV/0!";"Não informado";1174,807485;554294;426085;78339;422451;331191;56509;0,051679828;0,067510315;0,044484126;"79%";0,783019658;0,70916482;0,699736514;"13,6785588";0,805;"Sim";"2011";"Sim";NA;NA;NA
3548807;134;-23,62614077;-46,56606253;"São Caetano Do Sul";"SÃO PAULO";"SP";"Sudeste";"";"São Paulo";0;149263;"100%";158024;158825;0,014361416;15,4;10313,31169;"PAULO NUNES PINHEIRO";"PMDB";"JOSE AURICCHIO JUNIOR";"PSDB";72;30,72;15306267,13;97889,94215;"Serviços";1386879699;1198467010;"0,864146335";"Não informado";1804,24568;137566;110933;13949;114002;93957;10949;0,033775709;0,049623931;0,310885957;"100%";0,995110541;0,954915975;0,924133584;"9,541681244";0,862;"Sim";"2006";"Sim";0,866148276404848;0,0878262238312608;0,698460569809539
